"","Bat1","Runs","BF","SR","4s","6s","Opposition","Ground","Start Date","Match_ID","Batsman","Player_ID"
"242","TDNB","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Ashley Nurse",315594
"243","19*","19","25","76.00","1","0","v India","Port of Spain","25 Jun 2017","ODI # 3896","Ashley Nurse",315594
"244","6","6","6","100.00","1","0","v India","North Sound","30 Jun 2017","ODI # 3898","Ashley Nurse",315594
"245","4","4","12","33.33","0","0","v India","North Sound","2 Jul 2017","ODI # 3900","Ashley Nurse",315594
"246","0","0","4","0.00","0","0","v India","Kingston","6 Jul 2017","ODI # 3902","Ashley Nurse",315594
"247","1","1","8","12.50","0","0","v England","Manchester","19 Sep 2017","ODI # 3911","Ashley Nurse",315594
"248","TDNB","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Ashley Nurse",315594
"249","1","1","5","20.00","0","0","v England","Bristol","24 Sep 2017","ODI # 3915","Ashley Nurse",315594
"250","DNB","-","-","-","-","-","v England","The Oval","27 Sep 2017","ODI # 3916","Ashley Nurse",315594
"251","31*","31","12","258.33","3","2","v England","Southampton","29 Sep 2017","ODI # 3918","Ashley Nurse",315594
"252","2","2","8","25.00","0","0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Ashley Nurse",315594
"253","27","27","33","81.81","3","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Ashley Nurse",315594
"254","1","1","7","14.28","0","0","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Ashley Nurse",315594
"255","0*","0","0","-","0","0","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Ashley Nurse",315594
"256","DNB","-","-","-","-","-","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Ashley Nurse",315594
"257","10*","10","14","71.42","1","0","v Ireland","Harare","10 Mar 2018","ODI # 3993","Ashley Nurse",315594
"258","10*","10","15","66.66","0","0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Ashley Nurse",315594
"259","8*","8","8","100.00","1","0","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Ashley Nurse",315594
"260","5","5","8","62.50","0","0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Ashley Nurse",315594
"261","26*","26","29","89.65","3","0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Ashley Nurse",315594
"262","7","7","11","63.63","0","0","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Ashley Nurse",315594
"263","3","3","8","37.50","0","0","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Ashley Nurse",315594
"264","5*","5","7","71.42","0","0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Ashley Nurse",315594
"265","2","2","2","100.00","0","0","v India","Guwahati","21 Oct 2018","ODI # 4056","Ashley Nurse",315594
"266","5","5","7","71.42","0","0","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Ashley Nurse",315594
"267","40","40","22","181.81","4","2","v India","Pune","27 Oct 2018","ODI # 4062","Ashley Nurse",315594
"268","8","8","13","61.53","1","0","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Ashley Nurse",315594
"269","25*","25","8","312.50","1","3","v England","Bridgetown","20 Feb 2019","ODI # 4096","Ashley Nurse",315594
"270","13*","13","16","81.25","0","0","v England","Bridgetown","22 Feb 2019","ODI # 4097","Ashley Nurse",315594
"271","TDNB","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Ashley Nurse",315594
"272","43","43","41","104.87","5","0","v England","St George's","27 Feb 2019","ODI # 4099","Ashley Nurse",315594
"273","DNB","-","-","-","-","-","v England","Gros Islet","2 Mar 2019","ODI # 4103","Ashley Nurse",315594
"274","DNB","-","-","-","-","-","v Ireland","Dublin","5 May 2019","ODI # 4128","Ashley Nurse",315594
"275","19","19","17","111.76","0","1","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Ashley Nurse",315594
"276","DNB","-","-","-","-","-","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Ashley Nurse",315594
"277","14","14","12","116.66","1","0","v Bangladesh","Dublin (Malahide)","13 May 2019","ODI # 4134","Ashley Nurse",315594
"278","DNB","-","-","-","-","-","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Ashley Nurse",315594
"279","22","22","30","73.33","4","0","v Pakistan","Abu Dhabi","5 Oct 2016","ODI # 3789","Evin Lewis",431901
"280","27","27","50","54.00","1","0","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Evin Lewis",431901
"281","18","18","17","105.88","4","0","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Evin Lewis",431901
"282","148","148","122","121.31","15","4","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Evin Lewis",431901
"283","9","9","9","100.00","2","0","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Evin Lewis",431901
"284","21","21","33","63.63","2","0","v England","North Sound","3 Mar 2017","ODI # 3845","Evin Lewis",431901
"285","8","8","9","88.88","2","0","v England","North Sound","5 Mar 2017","ODI # 3848","Evin Lewis",431901
"286","0","0","3","0.00","0","0","v England","Bridgetown","9 Mar 2017","ODI # 3849","Evin Lewis",431901
"287","47","47","63","74.60","3","2","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Evin Lewis",431901
"288","13","13","14","92.85","2","0","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Evin Lewis",431901
"289","16","16","22","72.72","1","0","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Evin Lewis",431901
"290","21","21","47","44.68","0","0","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Evin Lewis",431901
"291","33","33","36","91.66","5","0","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Evin Lewis",431901
"292","TDNB","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Evin Lewis",431901
"293","TDNB","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Evin Lewis",431901
"294","21","21","37","56.75","2","0","v India","Port of Spain","25 Jun 2017","ODI # 3896","Evin Lewis",431901
"295","2","2","5","40.00","0","0","v India","North Sound","30 Jun 2017","ODI # 3898","Evin Lewis",431901
"296","35","35","60","58.33","2","2","v India","North Sound","2 Jul 2017","ODI # 3900","Evin Lewis",431901
"297","9","9","20","45.00","0","0","v India","Kingston","6 Jul 2017","ODI # 3902","Evin Lewis",431901
"298","11","11","14","78.57","1","0","v England","Manchester","19 Sep 2017","ODI # 3911","Evin Lewis",431901
"299","TDNB","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Evin Lewis",431901
"300","13","13","8","162.50","0","2","v England","Bristol","24 Sep 2017","ODI # 3915","Evin Lewis",431901
"301","176*","176","130","135.38","17","7","v England","The Oval","27 Sep 2017","ODI # 3916","Evin Lewis",431901
"302","76","76","100","76.00","7","1","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Evin Lewis",431901
"303","10","10","17","58.82","2","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Evin Lewis",431901
"304","31","31","49","63.26","3","0","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Evin Lewis",431901
"305","8","8","6","133.33","0","1","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Evin Lewis",431901
"306","9","9","11","81.81","2","0","v Ireland","Harare","10 Mar 2018","ODI # 3993","Evin Lewis",431901
"307","27","27","37","72.97","4","0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Evin Lewis",431901
"308","64","64","75","85.33","7","1","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Evin Lewis",431901
"309","66","66","87","75.86","7","2","v Scotland","Harare","21 Mar 2018","ODI # 4004","Evin Lewis",431901
"310","27","27","36","75.00","6","0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Evin Lewis",431901
"311","17","17","29","58.62","2","1","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Evin Lewis",431901
"312","12","12","18","66.66","1","1","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Evin Lewis",431901
"313","13","13","33","39.39","1","0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Evin Lewis",431901
"314","47","47","81","58.02","4","1","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Shai Hope",581379
"315","101","101","120","84.16","4","4","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Shai Hope",581379
"316","25","25","32","78.12","2","0","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Shai Hope",581379
"317","14","14","22","63.63","2","0","v Zimbabwe","Bulawayo","25 Nov 2016","ODI # 3809","Shai Hope",581379
"318","31","31","38","81.57","2","0","v England","North Sound","3 Mar 2017","ODI # 3845","Shai Hope",581379
"319","16","16","27","59.25","1","0","v England","North Sound","5 Mar 2017","ODI # 3848","Shai Hope",581379
"320","16","16","42","38.09","1","0","v England","Bridgetown","9 Mar 2017","ODI # 3849","Shai Hope",581379
"321","24","24","34","70.58","1","1","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Shai Hope",581379
"322","15","15","12","125.00","3","0","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Shai Hope",581379
"323","71","71","112","63.39","1","2","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Shai Hope",581379
"324","35","35","63","55.55","1","1","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Shai Hope",581379
"325","48*","48","77","62.33","3","0","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Shai Hope",581379
"326","TDNB","-","-","-","-","-","v Afghanistan","Gros Islet","14 Jun 2017","ODI # 3890","Shai Hope",581379
"327","TDNB","-","-","-","-","-","v India","Port of Spain","23 Jun 2017","ODI # 3895","Shai Hope",581379
"328","81","81","88","92.04","5","3","v India","Port of Spain","25 Jun 2017","ODI # 3896","Shai Hope",581379
"329","24","24","50","48.00","2","0","v India","North Sound","30 Jun 2017","ODI # 3898","Shai Hope",581379
"330","25","25","39","64.10","1","0","v India","North Sound","2 Jul 2017","ODI # 3900","Shai Hope",581379
"331","51","51","98","52.04","5","0","v India","Kingston","6 Jul 2017","ODI # 3902","Shai Hope",581379
"332","35","35","57","61.40","4","0","v England","Manchester","19 Sep 2017","ODI # 3911","Shai Hope",581379
"333","TDNB","-","-","-","-","-","v England","Nottingham","21 Sep 2017","ODI # 3913","Shai Hope",581379
"334","20","20","25","80.00","4","0","v England","Bristol","24 Sep 2017","ODI # 3915","Shai Hope",581379
"335","11","11","11","100.00","2","0","v England","The Oval","27 Sep 2017","ODI # 3916","Shai Hope",581379
"336","72","72","95","75.78","4","1","v England","Southampton","29 Sep 2017","ODI # 3918","Shai Hope",581379
"337","0","0","1","0.00","0","0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Shai Hope",581379
"338","23","23","19","121.05","3","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Shai Hope",581379
"339","2","2","4","50.00","0","0","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Shai Hope",581379
"340","35*","35","27","129.62","1","3","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Shai Hope",581379
"341","49*","49","115","42.60","3","0","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Shai Hope",581379
"342","7","7","14","50.00","1","0","v Ireland","Harare","10 Mar 2018","ODI # 3993","Shai Hope",581379
"343","43","43","94","45.74","0","0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Shai Hope",581379
"344","76","76","97","78.35","5","1","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Shai Hope",581379
"345","0","0","6","0.00","0","0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Shai Hope",581379
"346","23","23","33","69.69","0","1","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Shai Hope",581379
"347","6","6","11","54.54","0","0","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Shai Hope",581379
"348","25","25","43","58.13","3","0","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Shai Hope",581379
"349","64","64","94","68.08","5","0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Shai Hope",581379
"350","32","32","51","62.74","2","0","v India","Guwahati","21 Oct 2018","ODI # 4056","Shai Hope",581379
"351","123*","123","134","91.79","10","3","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Shai Hope",581379
"352","95","95","113","84.07","6","3","v India","Pune","27 Oct 2018","ODI # 4062","Shai Hope",581379
"353","0","0","2","0.00","0","0","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Shai Hope",581379
"354","0","0","5","0.00","0","0","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Shai Hope",581379
"355","43","43","59","72.88","3","0","v Bangladesh","Dhaka","9 Dec 2018","ODI # 4071","Shai Hope",581379
"356","146*","146","144","101.38","12","3","v Bangladesh","Dhaka","11 Dec 2018","ODI # 4072","Shai Hope",581379
"357","108*","108","131","82.44","9","1","v Bangladesh","Sylhet","14 Dec 2018","ODI # 4073","Shai Hope",581379
"358","64","64","65","98.46","7","1","v England","Bridgetown","20 Feb 2019","ODI # 4096","Shai Hope",581379
"359","33","33","45","73.33","1","2","v England","Bridgetown","22 Feb 2019","ODI # 4097","Shai Hope",581379
"360","TDNB","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Shai Hope",581379
"361","5","5","7","71.42","1","0","v England","St George's","27 Feb 2019","ODI # 4099","Shai Hope",581379
"362","13","13","18","72.22","0","1","v England","Gros Islet","2 Mar 2019","ODI # 4103","Shai Hope",581379
"363","170","170","152","111.84","22","2","v Ireland","Dublin","5 May 2019","ODI # 4128","Shai Hope",581379
"364","109","109","132","82.57","11","1","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Shai Hope",581379
"365","30","30","32","93.75","4","0","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Shai Hope",581379
"366","87","87","108","80.55","6","1","v Bangladesh","Dublin (Malahide)","13 May 2019","ODI # 4134","Shai Hope",581379
"367","74","74","64","115.62","6","3","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Shai Hope",581379
"368","29","29","42","69.04","4","0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Shimron Hetmyer",670025
"369","2","2","4","50.00","0","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Shimron Hetmyer",670025
"370","127","127","93","136.55","14","4","v U.A.E.","Harare","6 Mar 2018","ODI # 3987","Shimron Hetmyer",670025
"371","8","8","12","66.66","1","0","v P.N.G.","Harare","8 Mar 2018","ODI # 3991","Shimron Hetmyer",670025
"372","36","36","40","90.00","3","1","v Ireland","Harare","10 Mar 2018","ODI # 3993","Shimron Hetmyer",670025
"373","15","15","22","68.18","1","0","v Afghanistan","Harare","15 Mar 2018","ODI # 3997","Shimron Hetmyer",670025
"374","13","13","7","185.71","0","1","v Zimbabwe","Harare","19 Mar 2018","ODI # 4002","Shimron Hetmyer",670025
"375","4","4","11","36.36","0","0","v Scotland","Harare","21 Mar 2018","ODI # 4004","Shimron Hetmyer",670025
"376","38","38","51","74.50","3","0","v Afghanistan","Harare","25 Mar 2018","ODI # 4007","Shimron Hetmyer",670025
"377","52","52","78","66.66","5","0","v Bangladesh","Providence","22 Jul 2018","ODI # 4022","Shimron Hetmyer",670025
"378","125","125","93","134.40","3","7","v Bangladesh","Providence","25 Jul 2018","ODI # 4023","Shimron Hetmyer",670025
"379","30","30","42","71.42","2","0","v Bangladesh","Basseterre","28 Jul 2018","ODI # 4024","Shimron Hetmyer",670025
"380","106","106","78","135.89","6","6","v India","Guwahati","21 Oct 2018","ODI # 4056","Shimron Hetmyer",670025
"381","94","94","64","146.87","4","7","v India","Visakhapatnam","24 Oct 2018","ODI # 4059","Shimron Hetmyer",670025
"382","37","37","21","176.19","2","3","v India","Pune","27 Oct 2018","ODI # 4062","Shimron Hetmyer",670025
"383","13","13","11","118.18","2","0","v India","Mumbai (BS)","29 Oct 2018","ODI # 4063","Shimron Hetmyer",670025
"384","9","9","11","81.81","1","0","v India","Thiruvananthapuram","1 Nov 2018","ODI # 4064","Shimron Hetmyer",670025
"385","6","6","13","46.15","0","0","v Bangladesh","Dhaka","9 Dec 2018","ODI # 4071","Shimron Hetmyer",670025
"386","14","14","10","140.00","0","1","v Bangladesh","Dhaka","11 Dec 2018","ODI # 4072","Shimron Hetmyer",670025
"387","0","0","6","0.00","0","0","v Bangladesh","Sylhet","14 Dec 2018","ODI # 4073","Shimron Hetmyer",670025
"388","20","20","15","133.33","2","1","v England","Bridgetown","20 Feb 2019","ODI # 4096","Shimron Hetmyer",670025
"389","104*","104","83","125.30","7","4","v England","Bridgetown","22 Feb 2019","ODI # 4097","Shimron Hetmyer",670025
"390","TDNB","-","-","-","-","-","v England","St George's","25 Feb 2019","ODI # 4098","Shimron Hetmyer",670025
"391","6","6","2","300.00","0","1","v England","St George's","27 Feb 2019","ODI # 4099","Shimron Hetmyer",670025
"392","11*","11","6","183.33","2","0","v England","Gros Islet","2 Mar 2019","ODI # 4103","Shimron Hetmyer",670025
"393","DNB","-","-","-","-","-","v Australia","Bridgetown","21 Jun 2016","ODI # 3752","Shannon Gabriel",446101
"394","2","2","6","33.33","0","0","v South Africa","Bridgetown","24 Jun 2016","ODI # 3754","Shannon Gabriel",446101
"395","1*","1","1","100.00","0","0","v Australia","Bridgetown","26 Jun 2016","ODI # 3756","Shannon Gabriel",446101
"396","2","2","8","25.00","0","0","v Pakistan","Sharjah","30 Sep 2016","ODI # 3784","Shannon Gabriel",446101
"397","1*","1","3","33.33","0","0","v Pakistan","Abu Dhabi","5 Oct 2016","ODI # 3789","Shannon Gabriel",446101
"398","0","0","2","0.00","0","0","v Sri Lanka","Harare","16 Nov 2016","ODI # 3805","Shannon Gabriel",446101
"399","DNB","-","-","-","-","-","v Zimbabwe","Bulawayo","19 Nov 2016","ODI # 3806","Shannon Gabriel",446101
"400","0*","0","0","-","0","0","v Sri Lanka","Bulawayo","23 Nov 2016","ODI # 3808","Shannon Gabriel",446101
"401","0","0","4","0.00","0","0","v England","North Sound","3 Mar 2017","ODI # 3845","Shannon Gabriel",446101
"402","1","1","2","50.00","0","0","v England","North Sound","5 Mar 2017","ODI # 3848","Shannon Gabriel",446101
"403","DNB","-","-","-","-","-","v Pakistan","Providence","7 Apr 2017","ODI # 3861","Shannon Gabriel",446101
"404","0*","0","0","-","0","0","v Pakistan","Providence","9 Apr 2017","ODI # 3862","Shannon Gabriel",446101
"405","DNB","-","-","-","-","-","v Pakistan","Providence","11 Apr 2017","ODI # 3863","Shannon Gabriel",446101
"406","2*","2","5","40.00","0","0","v Afghanistan","Gros Islet","9 Jun 2017","ODI # 3884","Shannon Gabriel",446101
"407","DNB","-","-","-","-","-","v Afghanistan","Gros Islet","11 Jun 2017","ODI # 3887","Shannon Gabriel",446101
"408","0*","0","0","-","0","0","v New Zealand","Whangarei","20 Dec 2017","ODI # 3943","Shannon Gabriel",446101
"409","0","0","2","0.00","0","0","v New Zealand","Christchurch","23 Dec 2017","ODI # 3944","Shannon Gabriel",446101
"410","12*","12","20","60.00","1","0","v New Zealand","Christchurch","26 Dec 2017","ODI # 3945","Shannon Gabriel",446101
"411","DNB","-","-","-","-","-","v Ireland","Dublin","5 May 2019","ODI # 4128","Shannon Gabriel",446101
"412","0*","0","0","-","0","0","v Bangladesh","Dublin","7 May 2019","ODI # 4129","Shannon Gabriel",446101
"413","DNB","-","-","-","-","-","v Ireland","Dublin (Malahide)","11 May 2019","ODI # 4132","Shannon Gabriel",446101
"414","DNB","-","-","-","-","-","v Bangladesh","Dublin (Malahide)","17 May 2019","ODI # 4137","Shannon Gabriel",446101
"415","5","5","7","71.42","1","0","v India","Pune","27 Oct 2018","ODI # 4062","Fabian Allen",670013
